Gene_acc,Gene_id,PG.ProteinAccessions,H4ALL.1,H4ALL.2,H4ALL.3,KO1.1,KO1.2,KO1.3,Desc
35,Tb09.v4.0150,Tb09.v4.0150:pseudogenic_transcript-p1,15.987313460896843,15.789907407934999,15.925965546628099,16.04563969483503,17.6579089250314,16.07707794483236,"variant surface glycoprotein (VSG, pseudogene), putative"
36,Tb09.v4.0160,Tb09.v4.0160:pseudogenic_transcript-p1,16.27786358132077,16.61136999512278,16.602160014312258,16.950430772374716,18.216077076283685,16.952983800428466,"expression site-associated gene 3 (ESAG3, pseudogene), putative"
38,Tb10.v4.0033,Tb10.v4.0033:mRNA-p1;Tb927.10.4430:mRNA-p1,16.849290839539293,16.8889436811171,16.90340270222187,16.616192428919284,16.967055768425666,16.719758855666335,pumillo RNA binding protein PUF1
39,Tb10.v4.0034,Tb10.v4.0034:mRNA-p1;Tb927.10.4440:mRNA-p1,16.154614177525843,16.07866764185819,16.063159535195975,15.990616099174257,16.22727499249168,16.199584736319938,predicted SAP domain protein
40,Tb10.v4.0035,Tb10.v4.0035:mRNA-p1;Tb927.10.4450:mRNA-p1,20.051307200771927,19.83135025581419,20.020680062692552,19.738942040198776,19.713805594323542,19.87761169320358,"stress-inducible protein STI1-like, putative"
41,Tb10.v4.0036,Tb10.v4.0036:mRNA-p1;Tb927.10.4460:mRNA-p1,17.754161782187897,17.961853613883473,17.88360340724845,18.08513592214427,18.16224563858914,17.709346481143395,"leucine carboxyl methyltransferase, putative"
42,Tb10.v4.0037,Tb10.v4.0037:mRNA-p1;Tb927.10.4470:mRNA-p1,17.25885726925558,17.21208117136115,17.18191732195871,17.12031904716119,16.231830844550576,17.227387231678996,"hypothetical protein, conserved"
44,Tb10.v4.0039,Tb10.v4.0039:mRNA-p1;Tb927.10.4490:mRNA-p1,17.344130490281884,17.470579318195266,17.275262343815474,17.568152822840837,17.64787591418593,17.44595484693984,"hypothetical protein, conserved"
45,Tb10.v4.0040,Tb10.v4.0040:mRNA-p1;Tb927.10.4500:mRNA-p1,17.431102991956408,17.54725746499237,17.555203116102646,18.35398808549922,18.166397417441893,17.294030322289423,cap guanine-N7 methyltransferase
46,Tb10.v4.0041,Tb10.v4.0041:mRNA-p1,18.34525254659656,18.419833681447862,18.363758333988862,18.48955963991196,18.31079193149886,18.314402351750932,"PUB domain containing protein, putative"
47,Tb10.v4.0043,Tb10.v4.0043:mRNA-p1;Tb11.v5.1012.1-p1;Tb927.10.4330:mRNA-p1,15.374744204318214,15.723261803205565,15.439008548321024,15.5016600921564,17.051823287083543,15.668082096314048,"2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative"
48,Tb10.v4.0044,Tb10.v4.0044:mRNA-p1;Tb927.10.4320:mRNA-p1,15.312333336830436,15.304222210162605,15.36667105711527,15.552652213345056,14.967654683205097,15.421204110890828,"hypothetical protein, conserved"
49,Tb10.v4.0045,Tb10.v4.0045:mRNA-p1;Tb927.10.4310:mRNA-p1,18.706328961877404,18.630309346420997,18.596361533032585,18.550437854958027,18.394091978118052,18.585952437114,"prohibitin 2, putative"
53,Tb10.v4.0246,Tb10.v4.0246:mRNA-p1;Tb927.10.6900:mRNA-p1,17.043210560139716,16.84996911615033,16.979842077600964,16.654691635464584,16.678043119229272,16.641112536818625,base J-associated glucosyltransferase
54,Tb11.01.2730,Tb11.01.2730.1-p1,17.25257564230708,17.199699899235767,17.217015326084308,17.195453163268947,17.384830378377227,17.390912836690063,"hypothetical protein, conserved"
55,Tb11.01.6250,Tb11.01.6250:mRNA-p1,16.568662199753952,16.835371959231036,16.559383626080557,16.93508463748041,17.331030360836476,16.52282765753424,"expression site-associated gene 11 (ESAG11) protein, putative"
56,Tb11.02.5070b,Tb11.02.5070b.1-p1;Tb927.11.7212:mRNA-p1,15.911656037591477,15.589413989621333,15.459682003648078,16.14346418194046,15.1794250093035,16.09544306184503,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
57,Tb11.02.5080b,Tb11.02.5080b.1-p1;Tb927.11.7213:mRNA-p1,18.969846442686936,18.99412577051958,18.92590118596319,18.86406293781312,19.12327396650004,18.746128631228117,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative"
58,Tb11.02.5090,Tb11.02.5090.1-p1;Tb11.02.5090b.1-p1,16.459415608527145,16.562487466857558,16.47027731348751,16.118297144775056,16.730428985471306,16.475868970116895,"proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene"
62,Tb11.02.5380,Tb11.02.5380.1-p1;Tb11.02.5380b.1-p1,19.011158482054903,18.583508514884944,18.859804518823257,17.77171513087011,19.363713158176708,18.976656589250144,"exosome complex exonuclease RRP44p homologue, putative"
63,Tb11.02.5390,Tb11.02.5390:mRNA-p1;Tb11.02.5390b.1-p1,16.056555858738392,15.77177990125237,16.086941052706,15.972333465702118,15.059992638532592,15.828963422780596,"mRNA processing protein, putative"
64,Tb11.02.5410,Tb11.02.5410:mRNA-p1;Tb11.02.5410b:mRNA-p1,17.165561975513246,16.830663263502984,16.967793359545997,16.86626565596532,17.370903936978447,17.179643989393078,"ubiquitin activating enzyme, putative"
65,Tb11.02.5420,Tb11.02.5420:mRNA-p1;Tb11.02.5420b.1-p1,20.27211033000286,20.16632232410428,20.21287957629379,20.249553444136346,20.44447466494441,20.17227534992528,"NADPH-cytochrome p450 reductase, putative"
66,Tb11.02.5430,Tb11.02.5430:mRNA-p1;Tb11.02.5430b.1-p1,15.074538228003028,15.011151997052016,15.128258540822502,15.20663776464164,15.473583383732796,14.784440951533602,"hypothetical protein, conserved"
67,Tb11.0290,Tb11.0290:mRNA-p1;Tb11.0390:mRNA-p1;Tb927.11.7705:mRNA-p1;Tb927.6.4980:mRNA-p1,23.00112793713184,22.82158248586894,22.819212857497234,22.13881362414075,23.142852294216173,22.598026140195365,40S ribosomal protein S14
68,Tb11.0330,Tb11.0330:mRNA-p1;Tb927.11.7670.1-p1,15.44459939835875,15.575847695285471,15.701363366125355,15.881470712535853,15.15321894545919,15.3600745368981,"Cornifin (SPRR) family, putative"
69,Tb11.0350,Tb11.0350:mRNA-p1;Tb927.11.7650.1-p1,18.820910880993875,18.745863653158477,18.674451452398763,18.34251663969501,19.085464840954984,18.660725400796558,hypothetical protein
71,Tb11.0520,Tb11.0520:mRNA-p1;Tb927.10.1130:mRNA-p1,17.604091219208865,17.45084249118134,17.585033699781697,17.628450880172313,17.382616375323465,17.62359519877562,"dynein arm light chain, axonemal, putative"
72,Tb11.0530,Tb11.0530:mRNA-p1;Tb927.10.1140:mRNA-p1,16.036161368647132,16.079766011946383,16.20841298826236,15.964307549255212,-inf,15.899880548374702,epsilon tubulin
73,Tb11.0540,Tb11.0540:mRNA-p1;Tb927.10.1150:mRNA-p1,12.469827851176339,13.126397428680832,12.732567319580877,13.116529737640192,15.649197948114002,13.317598925258043,"hypothetical protein, conserved"
74,Tb11.0840,Tb11.0840:mRNA-p1,14.43531583529356,13.799721434752453,14.2211126961026,13.580582569345008,12.824549862197822,15.345412827153783,hypothetical protein
75,Tb11.0845,Tb11.0845:mRNA-p1;Tb927.11.18680:mRNA-p1;Tb927.11.715:mRNA-p1,22.303025394243754,22.274110230362847,22.287672084965088,22.212741419585814,21.568865807419407,22.101675819728168,"dynein light chain LC8, putative"
76,Tb11.1220,Tb11.1220:mRNA-p1;Tb11.v5.0996.1-p1,20.76816332065111,20.78215389213897,20.648459843019953,20.61977086476744,21.088817024124626,20.61149731240909,"hypothetical protein, conserved"
77,Tb11.1240,Tb11.1240:mRNA-p1;Tb11.v5.0998.1-p1;Tb927.10.15270:mRNA-p1,19.297717999563034,20.06747276639152,19.820948265481878,19.590451134836595,19.998992087642183,19.71237470637669,"metallo- peptidase, Clan MG, Family M24"
78,Tb11.1370.1-p1,Tb11.1370.1-p1;Tb11.1420:mRNA-p1;Tb927.11.1850:mRNA-p1,17.260373876288146,16.68088325175181,16.732639460524947,16.882697989485276,20.63237202271196,17.714439645172757,"hypothetical protein, conserved"
79,Tb11.1380.1-p1,Tb11.1380.1-p1;Tb927.11.1840:mRNA-p1,22.06724970400588,21.792254418614764,21.863148951248483,21.829458642327904,22.11811951899533,22.0753018858507,"hypothetical protein, conserved"
80,Tb11.1780.1-p1,Tb11.1780.1-p1,20.88981140408104,20.886747811269565,20.85680410645506,21.314577159573247,21.16821532206101,20.66566803760418,"retrotransposon hot spot protein 1 (RHS1, pseudogene), putative"
81,Tb11.1790.1-p1,Tb11.1790.1-p1,18.766598461366186,18.5631047804563,18.652876913138144,18.299794933102216,19.807167203066488,18.859066662898265,"retrotransposon hot spot protein (RHS, pseudogene), putative"
82,Tb11.1800,Tb11.1800:pseudogenic_transcript-p1;Tb11.v5.0442.1-p1,18.97422603799913,18.839997315570145,18.80672798280006,18.891936169548806,19.55731013745436,18.92545402185442,"retrotransposon hot spot protein, RHS3, putative"
83,Tb11.v5.0150,Tb11.v5.0150.1-p1;Tb927.7.4650:mRNA-p1,15.03975125507609,15.418379719364957,15.41117217523914,15.206651475550277,13.874608636003975,14.817862930188532,J Biosynthesis Protein 2
84,Tb11.v5.0152,Tb11.v5.0152.1-p1;Tb927.7.4670:mRNA-p1,17.281693496472844,17.272675484644854,17.335499533455714,17.046597149813532,16.81875944699167,17.11670724201509,ribosomal RNA processing protein 4
85,Tb11.v5.0153,Tb11.v5.0153.1-p1;Tb927.7.4690:mRNA-p1,16.74017726671508,16.33471615298173,16.647822568555295,16.043831991403,17.707141189737595,16.844421700039227,hypothetical protein
87,Tb11.v5.0157,Tb11.v5.0157.1-p1;Tb927.7.4740:mRNA-p1,18.431546445009744,17.277570766448378,18.249694629648452,17.821450525592123,18.121931528474946,18.259008901119177,"hypothetical protein, conserved"
88,Tb11.v5.0158,Tb11.v5.0158.1-p1;Tb927.7.4750:mRNA-p1,18.247493255261837,18.001365755497474,18.187159486977233,17.804730931978284,19.00206935827663,17.915786580707064,"hypothetical protein, conserved"
89,Tb11.v5.0160,Tb11.v5.0160.1-p1;Tb927.7.4770:mRNA-p1,22.388035553380664,22.356144449785617,22.26344716247272,22.40270139099237,22.56796802487464,22.354714135848788,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative"
91,Tb11.v5.0162,Tb11.v5.0162.1-p1;Tb927.7.4790:mRNA-p1,20.514230301873393,20.47383603063319,20.401355063918704,20.09585686443622,20.48571140581936,20.438709885400044,proteasome beta 6 subunit
92,Tb11.v5.0163,Tb11.v5.0163.1-p1;Tb927.7.4810:mRNA-p1,18.01978243485433,17.818459207120796,18.071010068079982,17.11950666845716,17.46424160718568,18.24711943940925,"HD domain containing protein, putative"
93,Tb11.v5.0164,Tb11.v5.0164.1-p1;Tb927.7.4820:mRNA-p1,16.550772849462504,16.519853015300615,16.360069981031437,16.355471814267688,16.731052769219282,16.29011533861056,"Trm112p-like protein, putative"
94,Tb11.v5.0166,Tb11.v5.0166.1-p1;Tb927.7.4840:mRNA-p1,16.74446289098748,16.385943872358286,16.47283657828231,16.57106620571736,16.817938148992024,16.664539622818744,"hypothetical protein, conserved"
96,Tb11.v5.0168,Tb11.v5.0168.1-p1;Tb927.7.4860:mRNA-p1,14.70837477887209,14.854106495845897,14.800917076488906,15.079328522291492,17.923542574161424,14.998580703194214,kinetoplastid kinetochore protein 13
97,Tb11.v5.0169,Tb11.v5.0169.1-p1;Tb927.7.4870:mRNA-p1,18.900282725909637,18.663145673710943,18.83208590096108,18.68661497292355,19.32341257306248,18.707614111268388,"hypothetical protein, conserved"
98,Tb11.v5.0170,Tb11.v5.0170.1-p1;Tb927.7.4890:mRNA-p1,15.471565079281104,15.707462140251096,15.521821818461142,15.24752078050746,16.099097349314683,15.104852259647942,Present in the outer mitochondrial membrane proteome 34
99,Tb11.v5.0171,Tb11.v5.0171.1-p1;Tb927.7.4900:mRNA-p1,18.722459124302173,18.76452226314882,18.885592583712093,18.69423395641076,18.50434475743654,18.667964222452962,5'-3' exoribonuclease A
100,Tb11.v5.0172,Tb11.v5.0172.1-p1;Tb927.7.4910:mRNA-p1,19.616250322874677,19.545608140634773,19.57037816714709,19.275703951839894,20.027436967796017,19.70962761083383,"hypothetical protein, conserved"
102,Tb11.v5.0177,Tb11.v5.0177.1-p1;Tb927.7.4960:mRNA-p1,16.919711518967436,17.04648924303028,16.973572656303805,17.149946469957715,16.313536713298113,16.857074919550545,"hypothetical protein, conserved"
103,Tb11.v5.0180,Tb11.v5.0180.1-p1;Tb927.7.4990:mRNA-p1,17.874140499820687,17.951740394935534,17.917770139316286,18.264889535992502,17.29039408735069,17.627337277730412,"hypothetical protein, conserved"
104,Tb11.v5.0181,Tb11.v5.0181.1-p1;Tb11.v5.0182.1-p1;Tb927.7.5000:mRNA-p1;Tb927.7.5020:mRNA-p1,23.860598448805117,23.79087414621362,23.695681454557445,23.48369943159413,24.000198110410942,23.410270183385496,"60S ribosomal protein L19, putative"
105,Tb11.v5.0183,Tb11.v5.0183.1-p1;Tb927.7.5030:mRNA-p1,20.840898046131322,20.736454680840346,20.771822609835777,20.78788313533775,21.679681108891174,20.589743827119957,"hypothetical protein, conserved"
106,Tb11.v5.0184,Tb11.v5.0184.1-p1;Tb927.7.5040:mRNA-p1,12.903520112617718,12.541847902162038,12.726221278164148,13.10709572526742,13.303825471681089,12.500160248519178,"kinesin, putative"
107,Tb11.v5.0185,Tb11.v5.0185.1-p1;Tb927.7.5050:mRNA-p1,17.594994942888356,17.730585189900918,17.44092833436847,19.84289785025593,19.687427693224162,19.21404722129991,"hypothetical protein, conserved"
108,Tb11.v5.0187,Tb11.v5.0187.1-p1;Tb927.7.5070:mRNA-p1,15.532162083987437,14.709598690554133,14.931814167248955,14.460753465667771,12.52687660296624,15.530980635063742,hypothetical protein
109,Tb11.v5.0188,Tb11.v5.0188.1-p1;Tb927.7.5080:mRNA-p1,11.612914941962876,12.53909371513074,12.252115921620899,13.925065232267707,-inf,11.96433901678276,ATP-NAD kinase-like protein
110,Tb11.v5.0190,Tb11.v5.0190.1-p1;Tb927.10.5950:mRNA-p1,15.239789921721197,15.815714857059074,16.303320893429614,16.3920561165209,-inf,15.816689457936631,"Serine/threonine-protein kinase NEK17, putative"
111,Tb11.v5.0191,Tb11.v5.0191.1-p1;Tb927.10.5960:mRNA-p1,17.227422488260157,16.95473998378858,17.030547591842538,16.88447276342535,17.217656756044285,17.251393991615867,"engulfment and cell motility domain 2, putative"
112,Tb11.v5.0193,Tb11.v5.0193.1-p1;Tb927.10.5990:mRNA-p1,17.941816428083392,17.967051369541647,17.957903262342054,18.09607619123035,17.905797656202793,17.892545688511696,"Centrosomal protein of 57 kDa, putative"
113,Tb11.v5.0194,Tb11.v5.0194.1-p1;Tb927.10.6000:mRNA-p1,18.98237409752085,19.205563288664575,19.32391374654056,19.319926755526946,16.640038356045082,19.059179069474826,"hypothetical protein, conserved"
114,Tb11.v5.0196,Tb11.v5.0196.1-p1,20.26287795046584,20.147804569023887,20.045650692183884,20.083092969281736,20.876496712481273,20.16608751726804,"Proteasome subunit A N-terminal signature/Proteasome subunit, putative"
116,Tb11.v5.0199,Tb11.v5.0199.1-p1;Tb927.10.6060:mRNA-p1,21.46397867112947,21.489219068210954,21.499608580918444,21.46102960911001,21.051921339205627,21.40044065708649,universal minicircle sequence binding protein 2
117,Tb11.v5.0200,Tb11.v5.0200.1-p1;Tb927.10.6080:mRNA-p1,22.880161194179873,22.676512706563692,22.66673208618022,21.34340099041909,23.13900496374127,23.02953291774208,"proteasome subunit beta type-5, putative"
119,Tb11.v5.0203,Tb11.v5.0203.1-p1;Tb927.10.6110:mRNA-p1,16.98569595264317,17.322095114769613,17.06349284384454,17.142492266490414,17.146198385005302,17.19219226255937,"hypothetical protein, conserved"
120,Tb11.v5.0204,Tb11.v5.0204.1-p1;Tb927.10.6120:mRNA-p1,15.130859756781591,14.982060166999595,14.80570550125507,14.746638146536416,-inf,15.191700992815418,"Peptidase M76 family, putative"
122,Tb11.v5.0208,Tb11.v5.0208.1-p1;Tb927.5.310:mRNA-p1,18.801358463889823,18.786676239389553,18.831331118043543,18.774075708509567,20.7103536879111,18.654920049334095,"invariant surface glycoprotein, putative"
123,Tb11.v5.0210,Tb11.v5.0210.1-p1;Tb927.5.286b:mRNA-p1,13.958537316765515,14.381261200105586,14.032513932602939,14.547193439597914,-inf,14.16256635265728,adenosine transporter 1
124,Tb11.v5.0213,Tb11.v5.0213.1-p1;Tb927.5.291b:mRNA-p1,19.972602633066362,20.25258733555218,20.297311770708227,20.117566219535263,20.95120386209375,20.48996246428828,"variant surface glycoprotein (VSG)-related, putative"
125,Tb11.v5.0214,Tb11.v5.0214.1-p1;Tb927.5.295b:mRNA-p1,20.91415763089523,20.867419489042874,20.786922264603472,20.82745038236782,20.900900150641935,20.919980231466496,retrotransposon hotspot (RHS) protein 1
126,Tb11.v5.0215,Tb11.v5.0215.1-p1;Tb927.5.300:mRNA-p1;Tb927.5.300b:mRNA-p1,17.917726441864477,17.90209748872744,17.866451123666717,18.469220482155496,18.2295726855107,18.171232852465685,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein, putative"
127,Tb11.v5.0216,Tb11.v5.0216.1-p1;Tb927.5.309b:mRNA-p1,20.203573537898013,20.186088843164125,20.198489555437657,20.077537142416247,20.654528085959118,20.221712044975483,"invariant surface glycoprotein, putative"
128,Tb11.v5.0218,Tb11.v5.0218.1-p1;Tb927.5.500:mRNA-p1,19.374079523479892,19.563223159913417,19.666892091600005,19.442434558847275,19.617664300733953,19.079155149845406,"hypothetical protein, conserved"
129,Tb11.v5.0219,Tb11.v5.0219.1-p1;Tb927.5.490:mRNA-p1,17.196308704689518,17.18725389520096,17.1281184898732,17.35419206762123,17.256337705464908,16.96018819728428,"methyltransferase, putative"
131,Tb11.v5.0226,Tb11.v5.0226.1-p1;Tb927.5.410:mRNA-p1,14.187955041661086,14.226597993291687,14.106217227781842,14.24269221539571,16.01447838643649,14.488585734139361,"invariant surface glycoprotein, putative"
132,Tb11.v5.0228,Tb11.v5.0228.1-p1;Tb927.5.390:mRNA-p1,20.390835711351464,20.279438002536406,20.25003466221502,20.368780325559474,21.056365173252946,20.502352427867308,"75 kDa invariant surface glycoprotein, putative"
133,Tb11.v5.0230,Tb11.v5.0230.1-p1;Tb927.5.370:mRNA-p1,17.971943956216258,17.90605015828201,18.02784290589183,18.162929394236347,17.85709172499939,17.742672405737114,"75 kDa invariant surface glycoprotein, putative"
134,Tb11.v5.0231,Tb11.v5.0231.1-p1;Tb927.5.360:mRNA-p1,19.852264891177974,19.72288672649773,19.719201104049652,19.424727194683857,20.669741914911782,19.916642959158672,75 kDa invariant surface glycoprotein
135,Tb11.v5.0232,Tb11.v5.0232.1-p1;Tb927.10.5250:mRNA-p1,17.875938195963847,17.747742674366304,17.80842857867334,17.637894002570746,17.8432514278978,17.773947477188386,"zinc finger protein family member, putative"
136,Tb11.v5.0233,Tb11.v5.0233.1-p1;Tb927.10.5240:mRNA-p1,14.627830191238422,15.020295166949353,14.922784905842684,15.677527498816545,12.951315311572152,14.51143284556201,"cAMP binding protein, putative"
138,Tb11.v5.0237,Tb11.v5.0237.1-p1;Tb927.10.5200:mRNA-p1,15.890760325253591,16.01018096562168,15.86382802199644,16.12807584244564,16.04354467111908,15.605225842765584,"hypothetical protein, conserved"
139,Tb11.v5.0243,Tb11.v5.0243.1-p1;Tb11.v5.1060.1-p1;Tb927.10.5330:mRNA-p1;Tb927.10.5340:mRNA-p1,23.536343035448418,23.47509154942635,23.511895947307487,23.1140886229216,23.895760163168607,23.278821340354988,"40S ribosomal protein S18, putative"
140,Tb11.v5.0245,Tb11.v5.0245.1-p1;Tb927.10.5310:mRNA-p1,15.257500353177429,15.48180214105143,15.519923782930023,15.202085700992482,16.028857926003475,15.089519016192384,"AMP-activated kinase, alpha 1"
141,Tb11.v5.0246,Tb11.v5.0246.1-p1;Tb927.10.5300:mRNA-p1,18.94153196253674,18.973822065527603,19.11690423202574,18.937898912104277,19.217194795440044,19.098744061043956,"eukaryotic translation initiation factor 6 (eIF-6), putative"
142,Tb11.v5.0248,Tb11.v5.0248.1-p1;Tb927.10.5280:mRNA-p1,15.709661473115428,15.981078846072796,16.004714244977624,15.937983117340282,15.06741072601142,15.465269702039688,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
144,Tb11.v5.0252,Tb11.v5.0252.1-p1;Tb927.11.7310:mRNA-p1,17.32341353517452,17.42975891899428,17.464433823139796,17.35553902472464,17.36577750386866,17.089649611758897,"RNA binding protein, putative"
145,Tb11.v5.0253,Tb11.v5.0253.1-p1;Tb927.11.7300:mRNA-p1,17.402413072437636,17.43952972814013,17.297137377660135,17.74798191144676,17.1311041362614,17.707769330556157,"major facilitator superfamily, putative"
146,Tb11.v5.0254,Tb11.v5.0254.1-p1;Tb927.11.7290:mRNA-p1,17.718682849393392,17.855655339495836,17.764097510202156,18.0946265360328,17.61006668277465,17.605291865942117,"pantothenate kinase subunit, putative"
147,Tb11.v5.0255,Tb11.v5.0255.1-p1;Tb927.11.7280:mRNA-p1,16.695012651872887,16.901439697236626,16.87998962936819,17.59502306617244,-inf,16.798220616970447,"DNA-direcetd RNA polymerase II, subunit 9, putative"
148,Tb11.v5.0256,Tb11.v5.0256.1-p1;Tb927.11.7270:mRNA-p1,19.43635330520278,19.539757556325817,19.448334756326094,19.528845387280448,19.940694894869797,19.354628191200636,"proteasome beta 3 subunit, putative"
150,Tb11.v5.0258,Tb11.v5.0258.1-p1;Tb927.11.7240:mRNA-p1,17.698758282969376,17.45380765770214,17.46800522514952,17.466250382335318,17.665453030075263,17.605240766076623,nexin-dynein regulatory complex 2
